mf_scheme_code,scheme_name_raw,fund_name_base,isin_growth,fund_house,scheme_category,scheme_type,sync_status,nav_rows,first_nav_date,last_nav_date
146772,HSBC Large & Mid Cap Fund - Direct Growth,HSBC Large & Mid Cap Fund - Direct Growth,INF336L01NV5,HSBC Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Open Ended Schemes,ok,1757,2019-04-04,2026-05-26
146951,ICICI Prudential Bharat Consumption Fund - Direct Plan - Growth Option,ICICI Prudential Bharat Consumption Fund,INF109KC1YD4,ICICI Prudential Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,1750,2019-04-15,2026-05-26
147131,Principal Small Cap Fund - Direct Plan - Growth Option,Principal Small Cap Fund,nan,Principal Mutual Fund,Equity Scheme - Small Cap Fund,Open Ended Schemes,ok,650,2019-05-14,2021-12-30
147157,ITI Liquid Fund - Direct Plan - Growth Option,ITI Liquid Fund,INF00XX01283,ITI Mutual Fund,Debt Scheme - Liquid Fund,Open Ended Schemes,ok,2143,2019-04-24,2026-05-26
147183,ITI Multi Cap Fund - Direct Plan - Growth Option,ITI Multi Cap Fund,INF00XX01168,ITI Mutual Fund,Equity Scheme - Multi Cap Fund,Open Ended Schemes,ok,1730,2019-05-16,2026-05-26
147206,Mirae Asset Focused Fund Direct Plan Growth,Mirae Asset Focused Fund Direct Plan Growth,INF769K01EU0,Mirae Asset Mutual Fund,Equity Scheme - Focused Fund,Open Ended Schemes,ok,1732,2019-05-15,2026-05-26
147306,DSP Quant Fund - Direct Plan - Growth,DSP Quant Fund,INF740KA1NQ6,DSP Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,1714,2019-06-11,2026-05-26
147346,ICICI Prudential MNC Fund - Direct Plan - Growth Option,ICICI Prudential MNC Fund,INF109KC1D93,ICICI Prudential Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,1708,2019-06-18,2026-05-26
147372,QUANTUM ESG BEST IN CLASS STRATEGY FUND - DIRECT PLAN - GROWTH OPTION,QUANTUM ESG BEST IN CLASS STRATEGY FUND,INF082J01382,Quantum Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,1691,2019-07-12,2026-05-26
147406,Shriram Balanced Advantage Fund - Direct Growth,Shriram Balanced Advantage Fund - Direct Growth,INF680P01208,Shriram Mutual Fund,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Open Ended Schemes,ok,1691,2019-07-12,2026-05-26
147409,Aditya Birla Sun Life Pharma and Healthcare Fund-Direct-Growth,Aditya Birla Sun Life Pharma and Healthcare Fund,INF209KB1O25,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,1692,2019-07-11,2026-05-26
147445,Mirae Asset Midcap Fund- Direct Growth Option,Mirae Asset Midcap Fund- Direct Growth Option,INF769K01FA9,Mirae Asset Mutual Fund,Equity Scheme - Mid Cap Fund,Open Ended Schemes,ok,1679,2019-07-30,2026-05-26
147446,Mahindra Manulife Aggressive Hybrid Fund - Direct Plan -Growth,Mahindra Manulife Aggressive Hybrid Fund,INF174V01788,Mahindra Manulife Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund,Open Ended Schemes,ok,1684,2019-07-23,2026-05-26
147473,Kotak Focused Fund- Direct Plan- Growth option,Kotak Focused Fund,INF174KA1EN7,Kotak Mahindra Mutual Fund,Equity Scheme - Focused Fund,Open Ended Schemes,ok,1684,2019-07-23,2026-05-26
147481,Parag Parikh ELSS Tax Saver Fund- Direct Growth,Parag Parikh ELSS Tax Saver Fund- Direct Growth,INF879O01100,PPFAS Mutual Fund,Equity Scheme - ELSS,Open Ended Schemes,ok,1681,2019-07-26,2026-05-26
147492,Union Focused Fund - Direct Plan - Growth Option,Union Focused Fund,INF582M01FS4,Union Mutual Fund,Equity Scheme - Focused Fund,Open Ended Schemes,ok,1669,2019-08-13,2026-05-26
147496,Baroda BNP Paribas Equity Savings Fund - Direct Plan - Growth,Baroda BNP Paribas Equity Savings Fund,INF955L01IL3,Baroda BNP Paribas Mutual Fund,Hybrid Scheme - Equity Savings,Open Ended Schemes,ok,1680,2019-07-30,2026-05-26
147541,ITI ELSS Tax Saver Fund - Direct Plan - Growth Option,ITI ELSS Tax Saver Fund,INF00XX01390,ITI Mutual Fund,Equity Scheme - ELSS,Open Ended Schemes,ok,1622,2019-10-25,2026-05-26
147587,Sundaram Equity Fund Direct Plan - Growth,Sundaram Equity Fund,nan,Sundaram Mutual Fund,Equity Scheme - Multi Cap Fund,Open Ended Schemes,ok,570,2019-09-11,2021-12-31
147617,ITI Arbitrage Fund - Direct Plan - Growth Option,ITI Arbitrage Fund,INF00XX01440,ITI Mutual Fund,Hybrid Scheme - Arbitrage Fund,Open Ended Schemes,ok,1650,2019-09-12,2026-05-26
147662,ICICI Prudential Commodities Fund - Direct Plan - Growth Option,ICICI Prudential Commodities Fund,INF109KC1F91,ICICI Prudential Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,1629,2019-10-16,2026-05-26
147689,Nippon India Equity Hybrid Fund - Segregated Portfolio 1 - Direct Plan - Growth Plan,Nippon India Equity Hybrid Fund - Segregated Portfolio 1 - Direct Plan - Growth Plan,INF204KB16F3,Nippon India Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund,Open Ended Schemes,ok,1354,2019-09-25,2025-03-21
147697,Nippon India Equity Savings Fund - Segregated Portfolio 1 - Direct Plan - Growth Plan - Growth Option,Nippon India Equity Savings Fund - Segregated Portfolio 1 - Direct Plan - Growth Plan,INF204KB11E7,Nippon India Mutual Fund,Hybrid Scheme - Equity Savings,Open Ended Schemes,ok,1354,2019-09-25,2025-03-21
147704,Motilal Oswal Large and Midcap Fund - Direct Plan Growth,Motilal Oswal Large and Midcap Fund - Direct Plan Growth,INF247L01999,Motilal Oswal Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Open Ended Schemes,ok,1626,2019-10-22,2026-05-26
147727,Kotak Pioneer Fund- Direct Plan- Growth Option,Kotak Pioneer Fund,INF174KA1EZ1,Kotak Mahindra Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,1612,2019-11-06,2026-05-25
147750,Union Large & Midcap Fund - Direct Plan - Growth Option,Union Large & Midcap Fund,INF582M01GA0,Union Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Open Ended Schemes,ok,1589,2019-12-13,2026-05-26
147757,Tata Focused Fund-Direct Plan-Growth,Tata Focused Fund,INF277K017X9,Tata Mutual Fund,Equity Scheme - Focused Fund,Open Ended Schemes,ok,1595,2019-12-06,2026-05-26
147778,Principal Midcap Fund - Direct Plan- Growth,Principal Midcap Fund,nan,Principal Mutual Fund,Equity Scheme - Mid Cap Fund,Open Ended Schemes,ok,496,2019-12-31,2021-12-30
147789,ITI Balanced Advantage Fund - Direct Plan - Growth Option,ITI Balanced Advantage Fund,INF00XX01689,ITI Mutual Fund,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Open Ended Schemes,ok,1575,2020-01-03,2026-05-26
147840,Mahindra Manulife Large & Mid Cap Fund - Direct Plan -Growth,Mahindra Manulife Large & Mid Cap Fund,INF174V01945,Mahindra Manulife Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Open Ended Schemes,ok,1578,2020-01-01,2026-05-26
147844,Aditya Birla Sun Life PSU Equity Fund-Direct Plan-Growth,Aditya Birla Sun Life PSU Equity Fund,INF209KB1O82,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,1578,2020-01-01,2026-05-26
147919,ITI Small Cap Fund - Direct Plan - Growth Option,ITI Small Cap Fund,INF00XX01747,ITI Mutual Fund,Equity Scheme - Small Cap Fund,Open Ended Schemes,ok,1542,2020-02-19,2026-05-26
147927,Sundaram Arbitrage Fund Direct Plan - Growth,Sundaram Arbitrage Fund,nan,Sundaram Mutual Fund,Hybrid Scheme - Arbitrage Fund,Open Ended Schemes,ok,471,2020-02-05,2021-12-31
147928,Axis ESG Integration Strategy Fund - Direct Plan - Growth Option,Axis ESG Integration Strategy Fund,INF846K01W23,Axis Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,1550,2020-02-18,2026-05-26
147937,Indiabulls Liquid Fund- Direct Plan- Growth -Unclaimed Redemption < 3 Yrs,Indiabulls Liquid Fund- Direct Plan- Growth -Unclaimed Redemption < 3 Yrs,nan,Indiabulls Mutual Fund,Debt Scheme - Liquid Fund,Open Ended Schemes,ok,568,2020-01-20,2021-11-29
147939,Indiabulls Liquid Fund- Direct Plan- Growth- Unclaimed Redemption> 3Yrs,Indiabulls Liquid Fund- Direct Plan- Growth- Unclaimed Redemption> 3Yrs,nan,Indiabulls Mutual Fund,Debt Scheme - Liquid Fund,Open Ended Schemes,ok,568,2020-01-20,2021-11-29
147946,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,INF194KB1AL4,Bandhan Mutual Fund,Equity Scheme - Small Cap Fund,Open Ended Schemes,ok,1546,2020-02-26,2026-05-26
148026,Sundaram Balanced Advantage Fund Direct Plan - Growth,Sundaram Balanced Advantage Fund,nan,Sundaram Mutual Fund,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Open Ended Schemes,ok,449,2020-03-09,2021-12-31
148053,Tata Multi Asset Allocation Fund-Direct Plan-Growth,Tata Multi Asset Allocation Fund,INF277K019Y3,Tata Mutual Fund,Hybrid Scheme - Multi Asset Allocation,Open Ended Schemes,ok,1528,2020-03-12,2026-05-26
148073,Union Midcap Fund - Direct Plan - Growth Option,Union Midcap Fund,INF582M01GI3,Union Mutual Fund,Equity Scheme - Mid Cap Fund,Open Ended Schemes,ok,1516,2020-03-30,2026-05-26
148143,Nippon India Hybrid Bond Fund - Segregated Portfolio 1 - Direct Plan Growth Plan - Growth Option,Nippon India Hybrid Bond Fund - Segregated Portfolio 1 - Direct Plan Growth Plan,nan,Nippon India Mutual Fund,Hybrid Scheme - Conservative Hybrid Fund,Open Ended Schemes,ok,93,2020-02-17,2020-07-10
148265,Nippon India Aggressive  Hybrid Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan,Nippon India Aggressive Hybrid Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan,INF204KB13T1,Nippon India Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund,Open Ended Schemes,ok,1532,2020-03-06,2026-05-26
148274,Nippon India Equity Savings Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan - Growth Option,Nippon India Equity Savings Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan,INF204KB18R4,Nippon India Mutual Fund,Hybrid Scheme - Equity Savings,Open Ended Schemes,ok,1532,2020-03-06,2026-05-26
148296,Nippon India Conservative Hybrid  Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan - Growth Option,Nippon India Conservative Hybrid Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan,INF204KB14O0,Nippon India Mutual Fund,Hybrid Scheme - Conservative Hybrid Fund,Open Ended Schemes,ok,1503,2020-03-06,2026-05-26
148302,Franklin India Debt Hybrid Fund - Segregated Portfolio 1 (10.25% Yes Bank ltd CO 05Mar20) - Direct Growth Plan,Franklin India Debt Hybrid Fund - Segregated Portfolio 1 (10.25% Yes Bank ltd CO 05Mar20) - Direct Growth Plan,nan,Franklin Templeton Mutual Fund,Hybrid Scheme - Conservative Hybrid Fund,Open Ended Schemes,ok,211,2020-03-06,2021-01-11
148353,ITI Large Cap Fund - Direct Plan - Growth Option,ITI Large Cap Fund,INF00XX01804,ITI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,ok,1330,2020-12-29,2026-05-26
148401,Mirae Asset Arbitrage Fund Direct Growth,Mirae Asset Arbitrage Fund Direct Growth,INF769K01FS1,Mirae Asset Mutual Fund,Hybrid Scheme - Arbitrage Fund,Open Ended Schemes,ok,1463,2020-06-22,2026-05-26
148404,BANK OF INDIA Flexi Cap Fund Direct Plan -Growth,BANK OF INDIA Flexi Cap Fund,INF761K01FF5,Bank of India Mutual Fund,Equity Scheme - Flexi Cap Fund,Open Ended Schemes,ok,1456,2020-07-01,2026-05-26
148411,HSBC Focused Fund - Direct Growth,HSBC Focused Fund - Direct Growth,INF336L01PB2,HSBC Mutual Fund,Equity Scheme - Focused Fund,Open Ended Schemes,ok,1436,2020-07-29,2026-05-26
148413,JM Liquid Fund - Unclaimed Brokerage I.E.F. (Direct) - Growth Plan,JM Liquid Fund - Unclaimed Brokerage I.E.F. (Direct) - Growth Plan,nan,JM Financial Mutual Fund,Debt Scheme - Liquid Fund,Open Ended Schemes,ok,1822,2020-06-30,2026-05-26
148414,JM Liquid Fund - Unclaimed Application Refund Amount I.E.F. (Direct) - Growth Plan,JM Liquid Fund - Unclaimed Application Refund Amount I.E.F. (Direct) - Growth Plan,nan,JM Financial Mutual Fund,Debt Scheme - Liquid Fund,Open Ended Schemes,ok,1822,2020-06-30,2026-05-26
148415,JM Liquid Fund - Withheld Brokerage I.E.F. (Direct) - Growth Plan,JM Liquid Fund - Withheld Brokerage I.E.F. (Direct) - Growth Plan,nan,JM Financial Mutual Fund,Formerly Known as IIFL Mutual Fund,360 ONE Mutual Fund,ok,1437,2020-06-29,2025-03-27
148454,Motilal Oswal Multi Asset Fund - Direct Plan - Growth Option,Motilal Oswal Multi Asset Fund,INF247L01AI8,Motilal Oswal Mutual Fund,Hybrid Scheme - Multi Asset Allocation,Open Ended Schemes,ok,1221,2020-08-10,2025-07-18
148457,Nippon India Multi Asset Allocation Fund - Direct Plan - Growth Option,Nippon India Multi Asset Allocation Fund,INF204KB19V4,Nippon India Mutual Fund,Hybrid Scheme - Multi Asset Allocation,Open Ended Schemes,ok,1411,2020-08-31,2026-05-26
148468,Mahindra Manulife Arbitrage Fund - Direct Plan -Growth,Mahindra Manulife Arbitrage Fund,INF174V01AA0,Mahindra Manulife Mutual Fund,Hybrid Scheme - Arbitrage Fund,Open Ended Schemes,ok,1417,2020-08-25,2026-05-26
148474,Baroda BNP Paribas Large and Mid Cap Fund- Direct Plan -Growth Option,Baroda BNP Paribas Large and Mid Cap Fund,INF955L01JU2,Baroda BNP Paribas Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Open Ended Schemes,ok,1405,2020-09-11,2026-05-26
148481,Invesco India Focused Fund - Direct Plan - Growth,Invesco India Focused Fund,INF205KA1213,Invesco Mutual Fund,Equity Scheme - Focused Fund,Open Ended Schemes,ok,1390,2020-10-01,2026-05-26
148507,Sundaram Large Cap Fund (Formerly Known as Sundaram Blue Chip Fund)Direct Plan - Growth,Sundaram Large Cap Fund (Formerly Known as Sundaram Blue Chip Fund),INF903JA1JC0,Sundaram Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,ok,1383,2020-10-12,2026-05-26
148516,ICICI Prudential ESG Exclusionary Strategy Fund - Direct Plan - Growth,ICICI Prudential ESG Exclusionary Strategy Fund,INF109KC1O09,ICICI Prudential Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,1383,2020-10-12,2026-05-26
148524,Principal Large Cap Fund - Direct Growth,Principal Large Cap Fund - Direct Growth,nan,Principal Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,ok,295,2020-10-20,2021-12-30
148539,Aditya Birla Sun Life Special Opportunities Fund-Direct-Growth,Aditya Birla Sun Life Special Opportunities Fund,INF209KB1T79,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,1373,2020-10-27,2026-05-26
148564,quant ESG Integration Strategy Fund - Growth Option - Direct Plan,quant ESG Integration Strategy Fund,INF966L01AD4,quant Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,1365,2020-11-06,2026-05-26
148567,Mahindra Manulife Focused Fund - Direct Plan -Growth,Mahindra Manulife Focused Fund,INF174V01AG7,Mahindra Manulife Mutual Fund,Equity Scheme - Focused Fund,Open Ended Schemes,ok,1357,2020-11-19,2026-05-26
148592,Union Aggressive Hybrid Fund - Direct Plan - Growth Option,Union Aggressive Hybrid Fund,INF582M01GY0,Union Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund,Open Ended Schemes,ok,1331,2020-12-28,2026-05-26
148595,DSP Value Fund - Direct Plan - Growth,DSP Value Fund,INF740KA1PP3,DSP Mutual Fund,Equity Scheme - Value Fund,Open Ended Schemes,ok,1264,2020-12-11,2026-05-22
148600,ICICI Prudential Quant Fund Direct Plan Growth,ICICI Prudential Quant Fund Direct Plan Growth,INF109KC1O66,ICICI Prudential Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,1341,2020-12-14,2026-05-26
148606,Kotak ESG Exclusionary Strategy Fund - Direct Plan - Growth Option,Kotak ESG Exclusionary Strategy Fund,INF174KA1FI4,Kotak Mahindra Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,1337,2020-12-18,2026-05-26
148618,UTI Small Cap Fund - Direct Plan - Growth Option,UTI Small Cap Fund,INF789F1AUQ1,UTI Mutual Fund,Equity Scheme - Small Cap Fund,Open Ended Schemes,ok,1334,2020-12-23,2026-05-26
148623,Mirae Asset Banking and Financial Services Fund Direct Growth,Mirae Asset Banking and Financial Services Fund Direct Growth,INF769K01GX9,Mirae Asset Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,1341,2020-12-14,2026-05-26
148634,Axis Innovation Fund - Direct Plan - Growth Option,Axis Innovation Fund,INF846K01X71,Axis Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,1337,2020-12-28,2026-05-26
148637,Aditya Birla Sun Life ESG Integration Strategy Fund-Direct Plan-Growth,Aditya Birla Sun Life ESG Integration Strategy Fund,INF209KB1U76,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,1331,2020-12-29,2026-05-26
148651,ICICI Prudential Business Cycle Fund Direct Plan Growth,ICICI Prudential Business Cycle Fund Direct Plan Growth,INF109KC1P24,ICICI Prudential Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,1315,2021-01-19,2026-05-26
148658,PGIM India Balanced Advantage Fund -  Direct Plan - Growth Option,PGIM India Balanced Advantage Fund,INF663L01V49,PGIM India Mutual Fund,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Open Ended Schemes,ok,1303,2021-02-08,2026-05-26
148733,ITI Mid Cap Fund - Direct Plan - Growth Option,ITI Mid Cap Fund,INF00XX01929,ITI Mutual Fund,Equity Scheme - Mid Cap Fund,Open Ended Schemes,ok,1280,2021-03-10,2026-05-26
148751,Invesco India ESG Integration Strategy Fund - Direct Plan - Growth,Invesco India ESG Integration Strategy Fund,INF205KA1338,Invesco Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,1274,2021-03-22,2026-05-26
148841,TRUSTMF Liquid Fund-Direct Plan-Growth,TRUSTMF Liquid Fund,INF0GCD01255,Trust Mutual Fund,Debt Scheme - Liquid Fund,Open Ended Schemes,ok,1544,2021-04-25,2026-05-26
148883,Canara Robeco Focused Fund - Direct Plan - Growth Option,Canara Robeco Focused Fund,INF760K01JQ6,Canara Robeco Mutual Fund,Equity Scheme - Focused Fund,Open Ended Schemes,ok,1238,2021-05-18,2026-05-26
148921,Aditya Birla Sun Life Multi-Cap Fund-Direct Growth,Aditya Birla Sun Life Multi-Cap Fund-Direct Growth,INF209KB1Y49,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Multi Cap Fund,Open Ended Schemes,ok,1243,2021-05-10,2026-05-26
148925,quant Quantamental Fund - Growth Option - Direct Plan,quant Quantamental Fund,INF966L01AK9,quant Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,1248,2021-05-03,2026-05-26
148958,Parag Parikh Conservative Hybrid Fund - Direct Plan - Growth,Parag Parikh Conservative Hybrid Fund,INF879O01175,PPFAS Mutual Fund,Hybrid Scheme - Conservative Hybrid Fund,Open Ended Schemes,ok,1209,2021-05-28,2026-05-26
148972,ITI Value Fund - Direct Plan - Growth Option,ITI Value Fund,INF00XX01AQ6,ITI Mutual Fund,Equity Scheme - Value Fund,Open Ended Schemes,ok,1215,2021-06-17,2026-05-26
148980,BANK OF INDIA Large Cap Fund Direct Plan Growth,BANK OF INDIA Large Cap Fund Direct Plan Growth,INF761K01FL3,Bank of India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,ok,1206,2021-07-01,2026-05-26
148986,HDFC Banking & Financial Services Fund - Growth Option - Direct Plan,HDFC Banking & Financial Services Fund,INF179KC1BG0,HDFC Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,1206,2021-07-01,2026-05-26
148990,ICICI Prudential Flexicap Fund - Direct Plan - Growth,ICICI Prudential Flexicap Fund,INF109KC1R14,ICICI Prudential Mutual Fund,Equity Scheme - Flexi Cap Fund,Open Ended Schemes,ok,1194,2021-07-19,2026-05-26
148993,Axis Quant Fund - Direct Plan - Growth,Axis Quant Fund,INF846K01Z87,Axis Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,1209,2021-07-07,2026-05-26
149019,PGIM India Small Cap Fund - Direct Plan- Growth Option,PGIM India Small Cap Fund,INF663L01W06,PGIM India Mutual Fund,Equity Scheme - Small Cap Fund,Open Ended Schemes,ok,1185,2021-08-02,2026-05-26
149071,Tata Business Cycle Fund-Direct Plan-Growth,Tata Business Cycle Fund,INF277KA1166,Tata Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,1178,2021-08-11,2026-05-26
149085,Canara Robeco Value Fund - Direct Plan - Growth Option,Canara Robeco Value Fund,INF760K01JW4,Canara Robeco Mutual Fund,Equity Scheme - Value Fund,Open Ended Schemes,ok,1161,2021-09-06,2026-05-26
149091,UTI Focused Fund - Direct Plan - Growth Option,UTI Focused Fund,INF789F1AVA3,UTI Mutual Fund,Equity Scheme - Focused Fund,Open Ended Schemes,ok,1168,2021-08-26,2026-05-26
149094,Nippon India Flexi Cap Fund - Direct Plan - Growth Plan - Growth Option,Nippon India Flexi Cap Fund - Direct Plan - Growth Plan,INF204KC1121,Nippon India Mutual Fund,Equity Scheme - Flexi Cap Fund,Open Ended Schemes,ok,1173,2021-08-18,2026-05-26
149104,Mahindra Manulife Flexi Cap Fund - Direct Plan -Growth,Mahindra Manulife Flexi Cap Fund,INF174V01AS2,Mahindra Manulife Mutual Fund,Equity Scheme - Flexi Cap Fund,Open Ended Schemes,ok,1169,2021-08-25,2026-05-26
149134,SBI Balanced Advantage Fund - Direct Plan - Growth,SBI Balanced Advantage Fund,INF200KA1Y73,SBI Mutual Fund,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Open Ended Schemes,ok,1167,2021-09-07,2026-05-26
149141,Baroda BNP Paribas Business Cycle Fund - Direct Plan - Growth,Baroda BNP Paribas Business Cycle Fund,INF955L01KK1,Baroda BNP Paribas Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,1152,2021-09-21,2026-05-26
149154,HSBC Mid Cap Fund - Direct - Growth,HSBC Mid Cap Fund,nan,HSBC Mutual Fund,Equity Scheme - Mid Cap Fund,Open Ended Schemes,ok,286,2021-09-29,2022-11-25
149166,Axis Value Fund - Direct Plan - Growth,Axis Value Fund,INF846K010C0,Axis Mutual Fund,Equity Scheme - Value Fund,Open Ended Schemes,ok,1153,2021-09-28,2026-05-26
149185,Kotak Multicap Fund-Direct Plan-Growth,Kotak Multicap Fund,INF174KA1HV3,Kotak Mahindra Mutual Fund,Equity Scheme - Multi Cap Fund,Open Ended Schemes,ok,1140,2021-10-06,2026-05-26
149261,LIC MF Balanced Advantage Fund-Direct Plan-Growth,LIC MF Balanced Advantage Fund,INF767K01QY0,LIC Mutual Fund,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Open Ended Schemes,ok,1115,2021-11-15,2026-05-26
149264,NJ Balanced Advantage Fund - Direct Plan - Growth Option,NJ Balanced Advantage Fund,INF0J8L01040,NJ Mutual Fund,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Open Ended Schemes,ok,1123,2021-11-01,2026-05-26
149268,ITI Pharma and Healthcare Fund - Direct Plan - Growth Option,ITI Pharma and Healthcare Fund,INF00XX01BO9,ITI Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,1116,2021-11-11,2026-05-26
149295,Aditya Birla Sun Life Business Cycle Fund-Direct Growth,Aditya Birla Sun Life Business Cycle Fund-Direct Growth,INF209KB14D2,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,1099,2021-12-08,2026-05-26
149303,BANDHAN MULTI CAP FUND - GROWTH - DIRECT PLAN,BANDHAN MULTI CAP FUND,INF194KB1CL0,Bandhan Mutual Fund,Equity Scheme - Multi Cap Fund,Open Ended Schemes,ok,1110,2021-12-03,2026-05-26
149318,360 ONE QUANT FUND DIRECT GROWTH,360 ONE QUANT FUND DIRECT GROWTH,INF579M01AI2,360 ONE Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,1105,2021-11-30,2026-05-26
149321,ITI Banking and Financial Services Fund - Direct Plan - Growth Option,ITI Banking and Financial Services Fund,INF00XX01BU6,ITI Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,1098,2021-12-08,2026-05-26
149329,Nippon India Taiwan Equity Fund- Direct Plan- Growth Option,Nippon India Taiwan Equity Fund,INF204KC1303,Nippon India Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,1033,2021-12-14,2026-05-26
149335,Quant Value Fund - Growth Option  - Direct Plan,Quant Value Fund,INF966L01AN3,quant Mutual Fund,Equity Scheme - Value Fund,Open Ended Schemes,ok,1104,2021-12-01,2026-05-26
149368,HDFC Multi Cap Fund - Growth Option - Direct Plan,HDFC Multi Cap Fund,INF179KC1BS5,HDFC Mutual Fund,Equity Scheme - Multi Cap Fund,Open Ended Schemes,ok,1097,2021-12-10,2026-05-26
149383,Axis Multicap Fund - Direct Growth,Axis Multicap Fund - Direct Growth,INF846K013E0,Axis Mutual Fund,Equity Scheme - Multi Cap Fund,Open Ended Schemes,ok,1095,2021-12-23,2026-05-26
149406,Mahindra Manulife Balanced Advantage Fund - Direct Plan - Growth,Mahindra Manulife Balanced Advantage Fund,INF174V01BE0,Mahindra Manulife Mutual Fund,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Open Ended Schemes,ok,1081,2022-01-03,2026-05-26
149450,Samco Flexi Cap Fund - Direct Plan - Growth Option,Samco Flexi Cap Fund,INF0K1H01024,Samco Mutual Fund,Equity Scheme - Flexi Cap Fund,Open Ended Schemes,ok,1053,2022-02-09,2026-05-26
149533,Sundaram Focused Fund (Formerly Known as Principal Focused Multicap Fund)- Direct Plan - Growth Option,Sundaram Focused Fund (Formerly Known as Principal Focused Multicap Fund),INF173K01EK6,Sundaram Mutual Fund,Equity Scheme - Focused Fund,Open Ended Schemes,ok,1081,2022-01-03,2026-05-26
149550,Sundaram Arbitrage Fund (Formerly Known as Prinicpal Arbitrage Fund) - Direct Plan - Growth,Sundaram Arbitrage Fund (Formerly Known as Prinicpal Arbitrage Fund),INF173K01NF7,Sundaram Mutual Fund,Hybrid Scheme - Arbitrage Fund,Open Ended Schemes,ok,1081,2022-01-03,2026-05-26
